id,product_name,brand_name,review,rating,review_votes
272322,Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red,Nokia,Yep what works - I really like. What will not work -1. Cannot send pictures with sms - ISP says it's the phone - which looking at the reviews seems to be a common problem.2. Have tried to hook up the Nokia suite but it will not connect under any conditions - which is one of the main reasons I switched back to Nokia.3. Does have a nice display4. Will not stay shut off when charging - Will always come back on.5. Have found customer support to be next to none - see # 16. For some reason I cannot put some dates into next year. Will add them and then they just disappear.7. The calendar does not allow duplication by day of the month (ex. third Wednesday)8. Adobe - not all of their programs work with this model.9. Does a good job with email10. Bluetooth works well with our home phone system11. The feedback to Nokia has never worked - and it has always been turned on.12. Battery life has been good - but I do put it on the charger every night.13. Apparently AT&T does not offer 4G - so I was not able to take advantage of it - or the phone will not recognize it.14. Got a Trident case and it fits better than a glove.FYI - my friend had a 1120 and returned it 3 times for replacement before he got a different brand. Same problem on the sending photos with sms. Yes we are both on AT&T but different ISP.,3,1
320934,Samsung Galaxy Mega 6.3 I527 16GB Unlocked GSM 4G LTE Smartphone w/ 8MP Camera - Black,Samsung,Yep it's a Samsung. Slow to open apps. Buy ok over all.,5,1
410990,"ZTE Axon 7 unlocked smartphone,64GB Grey (US Warranty)",ZTE,"Yep . . A true Flagship Killer. . Specs wise ,As for the software , well that needs some polishing - Which Thankfully ZTE are taking on board. Several updates have already been received , and more to come , ( Nougat yayyyy ) . . As for the phone , one word EXCELLENT !Does exactly what it sets out to do , and that is - works well !General look and feel is Premium , battery life is around 2 days , with moderate to light use - the more app intensive people will obviously see less..But for me I AM VERY HAPPY :)",5,4
393989,"Sony Xperia Z3 Compact D5803 16GB 4G LTE 4.6"" Unlocked GSM Android Smartphone - Black - International Version No Warranty",,"Yeah, literally had 10 minutes of use before the back panel broke. Had a case on it, but the phone is does not have enough structural support and flexes too much. Knew I should have gotten the z5 compact, but took a chance on this just because of the magnetic charging so I wouldn't have to worry about the usb connector giving out.UPDATE 7/24/26So I've had this a few weeks now, I have to lower my rating, wish I could give it 0 stars. lollipop killed the battery life so I went back-to-back kitkat and that solved that. the big problem is the microphone doesnt work correctly unless you take a call on speaker. This is a software issue but I've tried all the ""fixes"" suggested on the Web and none have worked. I understand why Sony never had any success in the US mobile market, this phone is plagued with so many issues.",1,1
161432,"BLU VIVO 5R Refresh Smartphone - 5.5-Inch Display 4G LTE GSM Unlocked, GOLD",BLU,"YAY! Finally, BLU releases a premium Android smartphone with hardware --rather than software-- navigation buttons/controls and then designs the navigation controls for left-handed users (i.e., exception rather than the rule)! Why not use an industry-accepted ""BACK"" button positioning on the left and the ""RECENTS"" button on the right... especially when they can't be swapped? Unless you're left-handed, an elf, or a smidget (no offense intended), having the BACK button on the right-hand side of even the largest phones on the market creates thumb cramping and contributes to carpel tunnel. Logistically, it's the equivalent of Google, Mozilla, Microsoft or Apple placing the BACK button in their browsers on the right side of the FORWARD button, doesn't make sense! Great phone specs and overall quality, but an obvious oversight by BLU (and other cell phone manufacturers). =/UPDATE: I have no problem upgrading my review based on the quality of this phone. Maybe my ""weighting"" of the navigation button placement vs. the overall benefit of hardware navigation was a little too ""right-handed"". I may still purchase this phone based on the hardware navigation alone, but in defense of my critique, the 'navigation button placement' isn't BLU's first (seemingly-obvious) oversight when it comes to design. Anyone who's owned multiple BLU phones like me understands the frustration of having to route their micro-USB charging cable up, around, and into the charging port at the top (rather than bottom) of their phone when docked to a dashboard vent mount (even though charging cords always extend from AC/cigarette lighter adapters BELOW the phone). This placement is equally illogical/annoying when trying to use a phone while it's being charged. 😟",4,17
196546,HTC One VX Unlocked GSM 4G LTE Android Smartphone - Gray/Red,HTC,"Ya know, for the price this is one sweet phone. I mean, if you're the kind of person who is obsessed with the latest greatest uber-tech, you're not gonna be satisfied with something that isn't riding the bleeding edge. But I got this for my kid, because I'd gone the cheapo route last time we had an upgrade with AT&T, and those freebie phones were just not cutting it, they were barely even functional anymore...and then just when we were anticipating an upgrade for them in December, and I'd promised them that, AT&T went and changed our upgrade cycle to 24 months, making us wait until MAY to get new phones. I wasn't gonna let AT&T make a liar out of me, so I came to Amazon in search of something that will hold them over....well, I'm not even sure I'm going to upgrade in May now, because I might let the lines go off-contract and look for a better provider. My son loves this phone, granted it's only been a few weeks and sometimes problems show up later, but so far so good.Stuff I really like:Memory is upgradeable via SD Card.I was concerned we might have to order a mini-Sim since my boy had the oldschool bigger chip, but went to the AT&T store and they used a thing that looked like a stapler to punch his SIM to the smaller size, quick easy and free fix.The color is nice.So far performance seems great.Price was reasonable.Other stuff worth mentioning: You get 3 screens to put your desktop shortcuts for apps on. Some phones have more. 3 is enough for us, but your mileage may vary.",5,8
254890,"Motorola MOTOROKER E8 Unlocked Phone with 2 GB Memory, MicroSD Slot, 2 MP Camera, and Media Player--International Version with No Warranty (Black)",Motorola,"Wow...so many annoying problems. Although the phone has ""fixed"" itself now it was very very annoying for a while. First I could not receive calls then people could not dial my number, then people had to dial my number plus area code. Second every text I received was duplicated, triplicated or multiplied up to 10 times! As in I would receive the same text multiple times. I called my carrier and wondered if I was being charged, i was not charged so the phone was just buggin alot. They said it was getting used to the ""network"" it took 4 weeks for it to get used to the network. I hope this doesnt happen to anyone. Other than those problems the phone is fantastic, solid build, great camera, awesome UI.",2,1
262273,Nokia C3 (C3-00) WHITE Unlocked Phone,Nokia,"Wow, Nokia finally hit it right. This is a great phone although it dosen't have the modern G4 speeds. That's a best kept secret. It makes for longer battery life because it isn't always searching for the high speed port. The WIFI is smple and easy to get up and going. I have fairly large fingers and the qwerty keyboard is not that hard to maneuver. Texting is now much simpler as is email and messaging.Best of all it is very user friendly and easy to get what you want out of it. Nokia backs it pretty well with lots of free apps and games. I will finally retire my RAZR for this one.This is the one if you have previously given up on battery life and basic functionality.",5,2
116962,"BLU DASH X2 - 5.0"" Smartphone - US GSM Unlocked -Gold",BLU,wow this is goodI'm from YemenI'm happy,5,1
373016,"Samsung Galaxy S7 Edge SM-G935F 32GB Factory Unlocked GSM Smartphone - International Version, No Warranty (Black Oynx)",,"WOULDN,T TRADE IT FOR NOTHING .",5,1
293789,"POSH MOBILE KICK ANDROID GSM UNLOCKED DUAL SIM 5.0"" SMARTPHONE with unique colorful design, FULL-sized display, 5MP Camera and 8GB of Storage. 1 Year warranty. (Model#: X511 BLACK)",,"Would rather leave no stars, but not an option. Bought this phone, brought it to China and installed 4 SIM cards, none of which worked. So, 4 bad SIM cards, or this cute phone doesn't work...",1,1
117601,"BLU Energy JR - 4.0"" GSM Unlocked Smartphone -3,000 mAh Battery - Black",BLU,Would not recommend this purchase and I Iove Blu phones as I've already purchased 2 for myself . However I bought this phone for my older mother who doesn't play games or need lots of apps except whatsapp and the phone has no storage capacity even for 1 app. I have tried disabling everything that I think she won't ever use and the storage is still the pits. The only thing that it's good for is the long battery life which is primarily why I got the phone. But even she complains the phone is a lemon.now have to look for another phone for her.,1,2
80838,"ASUS ZenFone 2 Unlocked Cellphone, 16GB, Black",Asus,"Would never buy again. Died after 5 months, would shut off randomly and now its off for good. Ive tried everything, good phone while it works. Plastic band around screen is VERY easy to chip, would recommend a case if you decide to buy one.",1,1
108302,BLU Dash C Music-Global GSM - Unlocked Cell Phone (Yellow),BLU,would have given this a minus star but there isn't one. so I got this phone for my daughter and 10 days after the return time (only 30 days by the way) the screen turned white and now my kid doesn't have a phone. so for 60 bucks she got to use a phone for 40 days what a great deal.....buyer beware.BLU Dash C Music-US GSM - Unlocked Cell Phone (White),1,1
312343,Samsung Galaxy Grand Prime DUOS G531H/DS - Gold (International Version),Samsung,Worth every penny.,5,10
140967,BLU Studio 5.0k - Unlocked (Neon Yellow),BLU,"Worsted phone ever, do not waste your money, I could not make even a phone call.....very disappointed!!!!",1,1
300518,PRIV by BlackBerry Factory Unlocked Smartphone - Black (U.S. Warranty),BlackBerry,worst. phone. ever. slow. won't charge in under 8 hours .. wont keep a charge even when not in use. no wonder this company is going broke and should have gone out of business years ago.,1,1
291430,"Polaroid A4BK 4"" Unlocked Smartphone, No Contract, 4G HSPA+ Dual SIM GSM, Android 4.4 KitKat, One Year Warranty, Retail Packaging ,Black",Polaroid,WORST phone I've ever had. Slow and glitchy and terrible...,1,1
122813,Blu LIFE 8 Unlocked (Orange),BLU,"WORST PHONE EVER. The charge port keeps breaking. I've already had the phone replaced under warranty once in the last 6 months and it looks like I'm going to have to have it replace again. This is absolutely ridiculous. Do not trust BLU Products!!!When you file a warranty claim they make you pay to ship the phone to them and their standard turn around time is 20 days. I managed to get a 24 hour turn around time though because I caused a big stink about the inconvenience. Don't buy this phone.Google ""Blu Life 8 Won't Charge"" and you'll see EXACTLY what I'm talking about. Faulty manufacturing. Cheap phone. Don't waste your time on this piece of trash.",1,1
355549,"Samsung Galaxy S5 SM-G900A GSM Unlocked Cellphone, 16GB, Blue",samsung,"Worst Online experience so far.I thought I did an extensive research before my purchase. I guess I didnt. I have had my phone for 6 months only and I regret this purchase.For starters it comes with several at&t apps and widgets that took me a while to know how to uninstall and disable, and they used my battery and my data. (I guess that's just ignorance from my side)Then with a silly fall the screen cracked pretty bad, and replacing it was expensive.The charger got damaged pretty fast, I was surprised by this. It was supposed to be original right?The battery also got damaged and became unusable. I was told this should not happen with this thpe of phone so fast, meaning one thing. The battery was not original. They check my charger and guess what. It was not originall either. The outlet piece should handle 5.3V and it just handles 5.0v which apparently makes a big difference and could have been another reason why the fake battery got ruined fast.Anyways, after this experience I am not buying from this seller and I would probably buy to a company which gives a better warranty (more than a month) if I make an online purchase.",1,2
264661,"Nokia E71 Unlocked Phone with 3.2 MP Camera, 3G, Media Player, GPS with Free Voice Navigation, Wi-Fi, and MicroSD Slot--U.S. Version with Warranty (White)",Nokia,"Worst Music Software on the market, don't believe me, search nokia e71 music in google and look at the myriad of pages of angry customers. GPS software terrible. Home screen is not intuitive at all. Only thing about this phone that is awesome is how loud it is without headphones, it's like a little boom box. I don't normally write reviews but this phone is so bad I feel compelled to say something. DO NOT BUY THIS PHONE!!!!!!!! I think that what happened is nokia made too many of them couldn't sell them so they flooded amazon with positive reviews so gullible people like me would see 4.5 stars and 400 reviews and say what so many people have said for so long, ""that many people can't be wrong"".",1,1
371975,Samsung Galaxy S7 Edge G9350 32GB HK DUAL SIM Factory Unlocked GSM International Version no warranty (BLUE CORAL),Samsung,Worldwide Distributors great job.,5,1
370596,Samsung Galaxy S7 Edge Factory Unlocked Phone 32 GB - International Version G935F- Platinum Gold,,Worldwide Distributors great job.,5,1
239996,Microsoft Lumia 640 XL LTE Dual Sim Black 8GB (RM-1096) Unlocked international model- no warranty,LG,"Works with tmobile and I get 4G LTE speeds. It shows only 4G on the phone, but that's okay for me. So far this phone has been reliable, battery life good for 2 days most of the time and most important, it doesn't overheat when using gps and charging!.....I couldn't use my 920 because the battery was always draining or overheating. This is apparent to be trouble with all nokia/lumina built in battery high end phones. Very disappointed to spend 500 bux on a phone and battery charge circuit/battery being faulty. For that price, it is expected to work!I bought a 520, 521, 635 and now the 640xl . They all use replaceable batteries and have no battery overheat issues while charging or when using GPS. The 920 overheated and shut down when I needed it most for GPS on a 14hr drive.I have iPhone 4, 5, 5s, 6 and 6plus. Though those phones are nice, its 900 plus for the 6plus with 64gb.. This phone is 300 with a 128gb card.Okay, I don't have as many apps available, but I don't need it all. Only bad, BAD thing....The drive Maps can not be stored in micro sd card and there is only 8gb of memory in the phone. They use to allow maps to be stored in the micro sd card which allowed me to travel around the world with the 520....yes....on a 40 dollar phone. Now, they took that feature away on all the phones with the lastest os updates.....",5,3
312337,Samsung Galaxy Grand Prime DUOS G531H/DS - Gold (International Version),Samsung,Works with H2O wireless. I was worried but it turned out Awesomeeeeeee :). For the price it's hard to beat being unlocked and all. I am happy with feel that it has. Smooth and easy to use. Recommend it for sure. :),5,5
406583,VERIZON LG OCTANE CELL PHONE!,LG,"Works well. The only think I do not like is that these keys are a bit different than my last phone and since I text so much, I am always hitting a ""b"" button when I want to hit the space bar. The space bar seems to be off center to then left and therefor use the left thumb where before it was more to right and used the right thumb. I could be a creature of habit and need to adjust! I like that it locks and I don't purse dial anymore! I also purchased the rubber case for it for peanuts also on amazon and it works well and is somewhat protected and easier to hold.",4,3
406838,Verizon LG VX10000 Voyager with Touch Screen & Keyboard,LG,"Works well. I had to send a separate text message for each of my prior ringtones to this new phone in order to use the ringtones. The power plug at the bottom of the phone shows some wear, but otherwise the phone meets my expectations.",4,1
234680,"LG Optimus L7 II Unlocked Phone P715, 4 GB, White - International Version No Warranty",,works well with 2 sims. Data usage is fine. Great smartphone especially for it's price. Why bother to get expensive phones when this can do most of what other phones can do.,4,1
369260,Samsung Galaxy S6 SM-G920V 32GB Sapphire Black Smartphone for Verizon (Certified Refurbished),Samsung,Works well no problems,5,1
198559,HTC Wildfire S Unlocked GSM Touchscreen Android Smartphone - White/Silver,,Works well enough to meet my needs. Would recommend to anyone who wants a reasonably priced smart phone. Battery seems to hold a charge for length of time indicated.,4,1
4331,Apple a1549 iPhone 6 64GB T-Mobile (silver),,Works well,5,1
348947,Samsung Galaxy S5 G900V Verizon 4G LTE Smartphone w/ 16MP Camera - Black - Verizon,Samsung,"Works very well. Looked a little crusty but sold as used. No real problems just a little dirty. I highly recommend this phone, it's so much better than the S3 I had that it's incredible. Use Firefox for best browsing on this.",5,7
102689,"Blackberry Z30 Unlocked Cellphone, 16GB, Black",BlackBerry,"Works perfectly. AWESOME... AWESOME phone. Even better deal. Saved $100 by buying the white version. And I put it in a case, anyway... so the color didn't matter. Even though the white looks very slick on it's own. Great deal. Phone is amazing.",5,4
368352,"Samsung Galaxy S6 SM-G920i Factory Unlocked Cellphone, 32GB, Blue INTERNATIONAL VERSION NO WARRANTY",samsung,Works perfectly.,5,1
206167,JIAKE N9200 3G Smartphone 5.5 Inch MTK6580 1.3GHz Android 5.1 Dual Core 512MB+ 4GB Support Dual SIM Card (N9200-White),GrandElectronics,"Works perfectly, great design, A++",5,11
328885,Samsung Galaxy Note 5 N920G 32GB Factory Unlocked Phone - Retail Packaging - Silver (International Version),Samsung,"Works perfectly in Argentina. I'm using Personal and the LTE network got me 0 troubles.The box say ""FOR AMERICAS ONLY"" but I didn't need the USA sim to make it work.",5,1
223912,"LG G4 Unlocked Smartphone with 32GB Internal Memory, 16 MP Camera and 5.5-Inch IPS Quantum Display for GSM and CDMA, US Warranty (Black Leather)",LG,Works perfectly and the camara! Beautiful,4,2
315703,Samsung Galaxy J3 SM-J320M 8GB Unlocked GSM 4G LTE Quad-Core Super Amoled Smartphone w/ 8MP Camera - (White),Samsung,"Works perfect with Republic Wireless' new Republic 3.0 BYOP plans. NOTE: You need to update the phone's firmware for it to become an ""Approved Device"" according to the Republic Wireless app. Until you update, it will simply say ""Unsupported Device"". Simply connect the phone to WiFi, goto apps/settings/about phone, and hit manual update if the updates don't fire off right away once it's connected to WiFi.",5,34
221404,"LG G3 D855 Unlocked Cellphone, International Version, 32GB, Black",,works perfect surprisingly i haven't had any of the overheating issues,5,2
402018,THETFORD PORTA POTTI 260B MARINE 92862,Thetford Marine,"Works like it should. Simple to use, simple to empty, simple to fill. Small size and extended use is just what I needed.I built a center console for my camper van that includes a sealed, raised compartment for this porta potti. Seems like an odd choice, but it works great. Increased height makes it easier to use, sealed compartment eliminates the odor. Cover the windows, do the business, close everything up and move on.",5,16
304430,Samsung Exhilarate I577 4G LTE Unlocked GSM Dual-Core Android Smartphone - Black,Samssung,Works just fine. A little sensitive on the screen. Stays charged for a day or two,3,1
399997,Studio 7.0 LTE - Smartphone - GSM Unlocked - Gold,BLU,Works half time. Shuts off on its own. Holds good battery.,2,1
320670,"Samsung Galaxy J7 SM-J700H/DS GSM Factory Unlocked Smartphone-Android 5.1, 5.5-Inch - Gold",Samsung,Works great. Works for us in the Philippines and now we've setup on US networks. I'm glad we have 16 gigs memory which comes with this phone. 8 gigs isn't quite enough which I have on the J5 model which my family also uses.,5,1
211243,LG Electronics G3 D855 32GB Unlocked International Phone (International Version No Warranty) - Retail Packaging - Violet,LG Electronics,Works great. Love the phone. Great service.,5,1
221358,"LG G3 D855 Unlocked Cellphone, International Version, 32GB, Black",,Works great. Love the phone. Great service.,5,1
254565,Motorola MOTO X XT1060 16GB 4G LTE Verizon CDMA + GSM No-Contract Smartphone - Black,Motorola,"works great. just went to Verizon for a painless switch from the old phone. is much faster than the 2011 Motorola droid.BTW Verizon now offers good no-contract plans if you bring your own phone now. It now makes sense to buy a slightly older model phone yourself from Amazon, and avoid getting into a 2 year contract.",5,7
3488,Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,Apple,works great! was able to take it to veroson and have it activated. Daughter loves it as a replacement for her phone that was stolen. Company answered questions and we received it on time.,5,2
309804,"Samsung Galaxy G920F-S6 32GB Factory Unlocked 5.1"" - International Sourced Version - Black",Samsung,"Works great, with AT&T, no issues with LTE, but if does display it as 4G. Not sure about the region either because there new 5.1.1 update has not hit it yet even though it's been out for a few weeks.",5,2
240420,"Microsoft Lumia 950 XL RM-1085 32GB Black, Single Sim, 5.7"", 20MP, 3GB Ram, Unlocked International Model, No Warranty",Microsoft,"Works great, using it on ATT with no issues. Only thing I wish would have been different is the included charger is a Chinese plug style, which I did expect. They were nice enough to include an adapter, though, so it works!",5,2
336549,Samsung Galaxy S III S3 T999 GSM Unlocked Android Smartphone - Marble White,Samsung,"Works great, size is perfect couldn't ask for anything better. Works with all the other accessories I need and use everyday.",5,2
406487,Verizon LG Extravert No Contract QWERTY 2MP Camera Touchscreen Cell Phone - Red/Black - For Verizon Postpaid Plans,LG,"Works great, no problems with this phone. It was purchased as a gift for my aunt, and she was happy to have it for her needs. If you're looking for a smartphone with smartphone capabilities, then this one might not be for you. Otherwise, this should do.",5,2
385247,"Samsung Wireless Charger Pad, International Version for Samsung Galaxy S7 / S7 Edge - Black",,"Works great, it even turns the phone on so it is active during charging.I am using the phones cable, the charger does come with cable but very short.The phone does have warmth, but I don't since it a problem.",5,6
340788,Samsung Galaxy S3 SGH-i747 4G LTE GSM Unlocked 16GB No Warranty (White),Samsung,"Works great with Straight Talk. I'm so happy with this purchase, no more big AT&T bills and I took my number with me to Straight Talk!",5,1
34210,Apple iPhone 5c 8GB (Green) - Verizon Wireless,Apple,Works great with my Verizon carrier this is one of the two refurbished iPhone 5c I ordered and it arrived a few days after placing order arrived way before arrival date stated works great with my Verizon carrier took it down to the Verizon store they put in a free SIM card to activate it and works great! Highly recommend to everyone and will order from seller again in the future,5,4
124676,BLU Life 8 XL Smartphone - Unlocked - Global GSM - Orange,BLU,Works great with Family MobileA little disappointed that I was led to believe it would ship out on the first but it shipped out two weeks laterArrived quicklyVery fastHigh quality camerasEasy to use,5,1
349608,Samsung Galaxy S5 Mini G800F 16GB 4G LTE Unlocked GSM Android Phone - Gold,,Works great with AT&T network.,5,2
97271,BlackBerry Leap STR100-2 Unlocked Phone - Retail Packaging - White,BlackBerry,works great on AT&T down loaded the Device Switch app for the old iphone and this waalaa 640+ contacts with emails transferred perfect. call quality is excellent battery life is much better than my 5s loaded all the apps I had previously reloaded from amazon wont look back great choice,5,4
213435,"LG Extravert 2, Verizon (Blue) - Retail Packaging",LG,Works great nice phone for the grand parents,4,1
294028,"POSH MOBILE KICK ANDROID GSM UNLOCKED DUAL SIM 5.0"" SMARTPHONE with unique colorful design, FULL-sized display, 5MP Camera and 8GB of Storage. 1 Year warranty. (Model#: X511 BLACK)",,Works great just one thing u can't download no apps it won't download it's good for basics text talk pic meghase,5,2
294022,"POSH MOBILE KICK ANDROID GSM UNLOCKED DUAL SIM 5.0"" SMARTPHONE with unique colorful design, FULL-sized display, 5MP Camera and 8GB of Storage. 1 Year warranty. (Model#: X511 BLACK)",,Works great good camera runs smoothly and works with my carrier perfectly even this T-Mobile sucks in general,5,1
164868,BLU Z3 - Dual Sim Phone - GSM unlocked -Black/Blue,BLU,Works great for voice and texts. Fantastic way to unplug from the constant barrage of push notifications and interruptions from a smartphone.,5,1
56449,"Apple iPhone 6 Plus 128GB Factory Unlocked GSM 4G LTE Smartphone, Space Gray (Certified Refurbished)",,Works great and I'm very happy with the seller!,5,4
210197,LG Cosmos Touch VN270 Verizon Cell Phone / Touch Screen / QWERTY Keyboard / No Data Plan,LG,Works great,5,1
241342,Mophie Juice Pack Powerstation Mini 2500 mAh - Blue (Certified Refurbished),mophie,works great,4,1
57029,Apple iPhone 6 Plus 64GB Gold (Factory Unlocked),Apple,works great,4,1
184454,GreatCall Samsung Jitterbug Touch3 Senior Smartphone with 1-Touch Medical Alert and Large Display,Samsung,"WORKS GOOD, BUT HAVE TO GET USE TO IT.",4,1
